Accident ID;Date;Time;City;Country;Latitude;Longitude;Weather Condition;Road Condition;Vehicles Involved;Casualties;Cause
255efb1a;15/01/2024;18:15;London; UK;156.102;-48.344.498;Snow;Gravel;2;8;Reckless Driving
029391c9;19/11/2024;8:39;São Paulo; Brazil;48.225.913;146.842.332;Fog;Icy;1;8;Mechanical Failure
49127f2e;4/04/2024;11:29;Paris; France;55.743.492;-39.357.987;Rain;Icy;3;8;Drunk Driving
059aaa13;20/09/2024;20:42;Tokyo; Japan;11.108.757;18.931.553;Snow;Gravel;3;4;Mechanical Failure
6a9bc8b8;22/06/2023;17:23;São Paulo; Brazil;-69.775.064;114.370.671;Snow;Gravel;5;8;Reckless Driving
d5ae5e01;22/08/2023;15:22;Berlin; Germany;46.630.176;-131.103.049;Fog;Icy;4;10;Reckless Driving
ddb76b46;17/10/2023;22:06;Tokyo; Japan;-58.470.144;-177.687.988;Rain;Wet;4;6;Speeding
9c6da35a;1/07/2023;14:29;São Paulo; Brazil;-84.628.212;-17.051.629;Rain;Dry;4;6;Mechanical Failure
b9ccc699;14/07/2023;12:26;Paris; France;20.047.501;53.961.297;Rain;Snowy;2;4;Reckless Driving
0078615f;8/11/2024;1:11;Toronto; Canada;57.428.378;48.521.889;Snow;Icy;4;6;Distracted Driving
44ef1076;15/04/2023;20:04;London; UK;15.253.669;32.427.841;Fog;Gravel;1;2;Drunk Driving
607fc1b1;5/10/2024;11:58;Beijing; China;43.375.822;23.586.973;Fog;Wet;1;9;Reckless Driving
ac4c7e62;16/02/2023;15:44;Mumbai; India;-2.006.506;-5.199.451;Clear;Gravel;2;2;Distracted Driving
3c748c0f;14/06/2023;21:16;Sydney; Australia;-25.618.757;159.253.553;Rain;Under Construction;1;10;Distracted Driving
c046f9d4;11/03/2024;20:45;Toronto; Canada;-82.663.154;-12.801.319;Hail;Dry;4;0;Reckless Driving
80a40d89;13/07/2023;23:46;Tokyo; Japan;-88.893.105;40.973.955;Hail;Under Construction;4;7;Weather Conditions
8287e9d8;4/06/2023;6:33;Berlin; Germany;-36.289.014;-13.104.878;Hail;Snowy;5;10;Distracted Driving
0a65a267;7/04/2023;13:41;Beijing; China;63.679.129;82.137.013;Fog;Wet;5;9;Weather Conditions
2d21a55c;7/12/2024;9:46;Paris; France;28.128.941;-4.861.723;Storm;Snowy;1;9;Reckless Driving
f4e0c079;22/04/2023;11:30;São Paulo; Brazil;-15.139.741;-107.271.464;Hail;Under Construction;1;10;Distracted Driving
fbb6bf69;12/07/2024;20:22;Berlin; Germany;4.511.049;55.096.258;Snow;Gravel;3;10;Weather Conditions
0a9c5de6;26/12/2024;3:27;New York; USA;47.974.465;111.760.792;Storm;Wet;1;7;Drunk Driving
db69d0b8;28/07/2023;18:02;São Paulo; Brazil;41.231.748;-147.103;Hail;Under Construction;4;1;Mechanical Failure
9f76a2d3;31/10/2023;22:53;Toronto; Canada;16.123.109;173.370.332;Clear;Icy;3;7;Speeding
9791a808;22/05/2023;4:01;Toronto; Canada;37.242.224;66.922.061;Clear;Dry;1;7;Distracted Driving
13e0b94d;20/08/2024;1:25;São Paulo; Brazil;56.731.468;126.486.033;Fog;Gravel;2;4;Drunk Driving
e9c40d53;23/02/2023;8:39;Beijing; China;42.047.899;-83.259.445;Storm;Gravel;5;9;Drunk Driving
853e0597;6/07/2023;21:37;Mumbai; India;-8.066.585;40.382.072;Rain;Under Construction;3;2;Speeding
6eec2d52;17/04/2024;15:44;São Paulo; Brazil;-33.194.023;110.639.463;Snow;Icy;5;4;Speeding
4b5fcae4;18/02/2024;23:49;Toronto; Canada;-6.561.862;-85.698.898;Snow;Gravel;3;7;Weather Conditions
89c1c82f;24/06/2024;1:04;Berlin; Germany;-16.530.477;109.883.883;Storm;Gravel;1;2;Distracted Driving
d78649bb;9/07/2024;2:25;São Paulo; Brazil;9.904.689;106.479.547;Hail;Dry;4;9;Drunk Driving
4b15b849;21/10/2024;10:44;Toronto; Canada;-44.597.504;-165.556.371;Hail;Under Construction;1;9;Drunk Driving
1b970474;13/08/2023;20:15;Berlin; Germany;6.402.854;7.820.198;Storm;Wet;2;3;Drunk Driving
891b462b;15/02/2024;4:41;Mumbai; India;-6.391.027;-75.007.438;Snow;Wet;4;5;Drunk Driving
1e19c6e6;9/06/2023;6:26;Tokyo; Japan;75.033.132;-147.804.107;Hail;Wet;4;9;Reckless Driving
cf234ba6;29/11/2024;6:51;Mumbai; India;-16.977.889;128.773.135;Hail;Snowy;2;4;Weather Conditions
84d71ac6;16/07/2024;15:10;São Paulo; Brazil;-41.060.791;-83.759.498;Storm;Wet;1;5;Mechanical Failure
f996aaca;26/12/2024;19:19;Toronto; Canada;4.123.323;-100.465.346;Rain;Dry;3;6;Speeding
c600a265;14/04/2023;10:40;Sydney; Australia;-52.468.134;-134.576.873;Fog;Gravel;3;4;Speeding
291a3b8a;9/02/2024;19:18;Sydney; Australia;8.527.853;-69.487.479;Clear;Gravel;4;2;Speeding
8efd6d74;30/05/2024;16:35;Sydney; Australia;7.379.454;150.386.337;Clear;Icy;1;8;Reckless Driving
687431a5;23/12/2023;15:49;São Paulo; Brazil;-89.965.394;152.173.924;Fog;Gravel;3;3;Weather Conditions
4d8ea593;13/11/2023;1:36;Mumbai; India;-25.029.249;9.471.806;Clear;Under Construction;2;8;Mechanical Failure
ace36c1c;18/06/2023;7:39;São Paulo; Brazil;-84.473.843;-81.061.958;Fog;Icy;1;7;Drunk Driving
297e9bab;12/07/2024;18:37;London; UK;-23.263.976;88.958.398;Clear;Snowy;4;7;Distracted Driving
6d62e687;4/06/2024;4:18;Sydney; Australia;-5.702.201;135.159.737;Fog;Wet;1;9;Distracted Driving
e46fe059;2/12/2023;22:44;Toronto; Canada;-7.424.895;-81.261.489;Snow;Snowy;1;4;Speeding
5f883763;19/05/2024;3:29;London; UK;-18.653.349;58.333.477;Snow;Icy;1;9;Mechanical Failure
90448a4d;20/01/2023;20:39;New York; USA;64.008.728;149.071.433;Storm;Icy;5;3;Speeding
bc7766f9;15/06/2023;9:28;Tokyo; Japan;19.322.997;178.985.341;Hail;Gravel;2;2;Reckless Driving
82019367;4/09/2023;20:36;Tokyo; Japan;53.943.492;-161.888.484;Hail;Dry;4;9;Speeding
c856855c;4/06/2023;22:47;New York; USA;73.283.944;-98.993.424;Snow;Snowy;5;9;Drunk Driving
790a1ba5;9/08/2024;6:50;São Paulo; Brazil;-25.545.054;119.584.537;Storm;Dry;2;7;Drunk Driving
c2dad2f8;4/09/2024;9:34;Beijing; China;29.402.908;86.670.469;Fog;Snowy;1;3;Distracted Driving
0d423074;6/06/2023;1:15;Toronto; Canada;78.047.504;41.143.028;Hail;Wet;4;0;Reckless Driving
60ed673b;27/03/2023;10:12;Tokyo; Japan;23.888.001;149.870.006;Clear;Wet;4;10;Distracted Driving
886254d5;11/05/2024;19:26;Paris; France;6.523.624;51.556.388;Storm;Snowy;4;8;Weather Conditions
a4177c88;14/11/2024;0:32;Toronto; Canada;6.950.542;58.573.375;Snow;Wet;4;5;Mechanical Failure
c141cc4a;20/01/2023;14:02;Paris; France;-3.023.137;159.229.875;Hail;Dry;3;4;Weather Conditions
601f862b;24/11/2024;13:11;Mumbai; India;79.471.495;-66.070.131;Clear;Gravel;1;4;Mechanical Failure
edb3768e;1/10/2023;17:58;São Paulo; Brazil;-39.617.893;-153.931.304;Storm;Snowy;4;10;Speeding
694bc9b4;16/07/2023;13:53;Sydney; Australia;-21.840.036;-117.306.216;Fog;Snowy;1;9;Reckless Driving
2a453ff0;17/09/2024;8:35;Sydney; Australia;42.494.395;66.727.765;Storm;Snowy;5;10;Reckless Driving
8686b488;29/12/2024;11:46;Beijing; China;32.047.309;48.812.136;Rain;Under Construction;5;1;Speeding
486e6a1b;25/03/2023;13:30;London; UK;36.355.984;-57.608.188;Rain;Dry;2;10;Mechanical Failure
5f8b9cb4;1/11/2024;18:59;Sydney; Australia;-21.195.316;-21.710.175;Storm;Gravel;5;4;Weather Conditions
130cfe99;3/03/2024;6:07;Paris; France;14.993.442;-35.781.337;Clear;Icy;1;5;Reckless Driving
c2dd7524;29/02/2024;19:23;Beijing; China;-46.999.467;48.782.716;Fog;Wet;3;10;Distracted Driving
1112b016;4/12/2024;7:54;São Paulo; Brazil;-2.886.661;2.937.964;Clear;Under Construction;3;9;Speeding
8a82ab7a;3/10/2024;13:58;Toronto; Canada;74.601.963;48.055.444;Hail;Wet;1;4;Mechanical Failure
1132d1c3;16/04/2024;15:05;Paris; France;-7.585.072;144.789.497;Fog;Dry;5;5;Distracted Driving
ace79356;27/04/2023;20:27;Beijing; China;46.177.496;44.542.248;Fog;Under Construction;3;0;Speeding
0b1b9f71;23/05/2024;21:48;Berlin; Germany;55.954.896;-146.854.197;Hail;Icy;5;0;Mechanical Failure
41472c86;6/09/2023;22:36;São Paulo; Brazil;-58.264.707;-64.488.449;Snow;Gravel;5;9;Speeding
263e6772;30/07/2023;15:34;Tokyo; Japan;-6.464.109;-82.875.843;Snow;Dry;2;4;Weather Conditions
c08ed5a9;26/06/2023;23:58;Mumbai; India;-37.150.732;-3.817.884;Clear;Wet;4;2;Distracted Driving
940c8eef;14/11/2023;12:10;Berlin; Germany;24.571.789;132.225.152;Fog;Wet;2;0;Reckless Driving
3ad74cb1;18/10/2024;0:22;Sydney; Australia;89.959.825;-50.492.242;Snow;Snowy;5;3;Weather Conditions
325f18b6;2/09/2023;20:08;Toronto; Canada;17.277.006;-8.213.773;Storm;Snowy;5;10;Weather Conditions
5bbc776f;1/07/2023;11:40;New York; USA;-1.354.911;143.950.014;Fog;Snowy;4;6;Mechanical Failure
3614e60e;11/02/2023;12:21;Tokyo; Japan;-64.403.341;56.909.057;Rain;Icy;3;8;Reckless Driving
944e6e66;30/10/2023;16:23;Berlin; Germany;-4.441.658;66.666.211;Rain;Wet;5;0;Mechanical Failure
9e820f24;12/02/2023;19:02;Berlin; Germany;24.915.093;-64.168.948;Hail;Gravel;5;4;Reckless Driving
5328f2cf;2/04/2023;14:36;London; UK;37.537.787;135.144.246;Hail;Snowy;2;1;Weather Conditions
8befee1d;20/07/2024;9:21;Paris; France;-81.102.766;107.063.316;Storm;Snowy;1;3;Mechanical Failure
fc9d3ab4;8/09/2023;1:26;Paris; France;-28.049.983;170.819.204;Fog;Wet;4;5;Distracted Driving
39572d76;6/10/2023;10:24;Mumbai; India;-31.091.931;-136.002.049;Clear;Snowy;2;8;Speeding
325e7fa0;22/02/2024;19:26;Mumbai; India;82.471.334;-9.747.885;Clear;Under Construction;2;9;Reckless Driving
4e8e886d;19/09/2023;18:56;Berlin; Germany;55.581.184;153.973.473;Rain;Icy;2;5;Mechanical Failure
d1692075;18/05/2024;2:54;Paris; France;35.380.168;161.168.221;Rain;Gravel;3;5;Weather Conditions
6f53efcd;25/02/2024;3:37;New York; USA;-55.520.991;-109.504.919;Rain;Gravel;1;0;Reckless Driving
1ca5ae7a;3/05/2024;4:24;London; UK;-55.062.216;-9.048.663;Fog;Wet;3;6;Speeding
924528f8;10/01/2023;14:54;São Paulo; Brazil;32.779.305;69.836.691;Hail;Snowy;1;9;Distracted Driving
8c7dbc37;4/09/2024;6:34;Beijing; China;-78.763.431;14.500.507;Snow;Snowy;5;3;Drunk Driving
a991b010;27/06/2023;13:49;Berlin; Germany;-66.900.615;-70.734.138;Clear;Under Construction;2;4;Mechanical Failure
3307c0e3;23/01/2023;0:57;New York; USA;-21.396.701;-100.382.987;Storm;Gravel;2;4;Mechanical Failure
de97e8af;2/03/2024;11:37;London; UK;-28.953.675;59.114.013;Fog;Under Construction;1;4;Speeding
6ceaf180;3/04/2024;8:42;New York; USA;67.424.371;70.856.296;Storm;Dry;4;0;Reckless Driving
e1d8e11e;28/11/2024;3:23;Tokyo; Japan;35.971.454;12.187.995;Hail;Wet;3;7;Reckless Driving
c93fa41c;20/06/2023;23:04;São Paulo; Brazil;-5.046.538;-67.179.019;Clear;Wet;4;6;Mechanical Failure
c6e6fbfb;4/01/2023;17:27;Tokyo; Japan;-77.920.614;-159.594.936;Fog;Under Construction;3;7;Drunk Driving
e184dd62;16/01/2023;8:24;London; UK;40.181.581;60.922.488;Fog;Gravel;3;8;Distracted Driving
8e532c89;17/09/2024;9:47;London; UK;12.142.011;43.081.707;Hail;Dry;4;8;Speeding
f67270b1;25/07/2024;19:23;Beijing; China;4.117.581;-134.158.886;Snow;Gravel;3;6;Drunk Driving
269dc9a3;1/05/2024;5:11;Mumbai; India;-2.222.132;7.396.151;Snow;Wet;4;5;Reckless Driving
7fa96522;9/08/2024;21:26;Tokyo; Japan;6.487.904;163.288.374;Fog;Icy;3;0;Speeding
3a695aa7;13/11/2024;5:40;Tokyo; Japan;67.333.553;-21.038.059;Hail;Gravel;2;9;Mechanical Failure
56fe0bc0;27/07/2023;19:33;Toronto; Canada;-73.541.586;26.076.344;Snow;Under Construction;3;2;Mechanical Failure
b57a42b7;24/04/2024;19:37;Toronto; Canada;-88.759.668;-87.816.527;Snow;Icy;5;10;Mechanical Failure
7f24aa59;8/08/2023;18:16;London; UK;-32.206.537;72.948.734;Rain;Dry;1;9;Weather Conditions
2d3e0437;7/04/2024;5:41;Beijing; China;69.483.581;-78.316.768;Fog;Wet;3;1;Reckless Driving
709cbdc9;6/04/2024;7:08;Paris; France;76.439.938;28.539.096;Rain;Snowy;2;9;Weather Conditions
a02e15c2;24/10/2023;18:45;São Paulo; Brazil;74.368.082;-83.876.325;Clear;Dry;2;10;Weather Conditions
f02e3291;6/12/2024;6:31;New York; USA;5.901.491;-117.418.271;Hail;Under Construction;2;6;Drunk Driving
a67c83fb;21/12/2023;13:38;Sydney; Australia;-75.382.246;163.942.685;Clear;Wet;3;0;Mechanical Failure
535a8243;23/09/2023;7:37;Tokyo; Japan;-68.567.395;-39.789.196;Hail;Icy;5;2;Reckless Driving
f77cda0b;30/05/2023;10:21;Toronto; Canada;1.985.849;-31.625.441;Snow;Icy;5;8;Distracted Driving
7efa0a81;24/11/2023;5:58;Berlin; Germany;-48.299.637;48.796.247;Clear;Under Construction;3;0;Reckless Driving
d5c64122;18/05/2023;2:31;Berlin; Germany;17.914.904;112.472.965;Hail;Under Construction;4;8;Speeding
943dad30;23/09/2024;22:14;London; UK;54.401.263;-154.634.283;Storm;Dry;4;5;Mechanical Failure
0b01fdb1;10/02/2024;9:38;London; UK;-52.141.152;-8.932.239;Rain;Icy;3;8;Drunk Driving
50f250af;1/01/2023;10:03;Toronto; Canada;82.025.333;107.418.287;Clear;Snowy;1;5;Drunk Driving
717774d7;24/12/2023;0:45;Toronto; Canada;12.201.457;80.108.783;Snow;Dry;1;5;Drunk Driving
5f5e4770;7/02/2024;5:47;London; UK;-71.110.618;-157.412.397;Fog;Under Construction;4;10;Distracted Driving
1995a038;14/03/2023;15:46;Tokyo; Japan;32.237.302;158.024.292;Rain;Snowy;5;7;Distracted Driving
2dedeacc;12/02/2023;11:57;Toronto; Canada;-28.057.051;-145.067.597;Rain;Gravel;3;9;Reckless Driving
79bb94d4;5/07/2023;10:59;Toronto; Canada;14.561.883;-170.118.519;Storm;Icy;1;9;Drunk Driving
118aae8e;16/05/2023;4:09;London; UK;-42.195.526;134.287.978;Storm;Snowy;2;5;Drunk Driving
91a1a25f;9/04/2023;11:22;São Paulo; Brazil;12.145.316;-179.601.169;Snow;Under Construction;3;0;Distracted Driving
34baa66b;17/12/2023;3:32;Berlin; Germany;-46.690.411;69.650.937;Fog;Wet;2;6;Mechanical Failure
31e781b8;23/07/2024;21:22;Toronto; Canada;-89.051.976;-7.665.193;Clear;Dry;1;0;Distracted Driving
a7df2edf;27/04/2024;20:46;Beijing; China;73.518.164;52.982.938;Snow;Wet;3;4;Reckless Driving
93291ba5;10/06/2024;11:54;Toronto; Canada;0.151689;36.361.152;Hail;Snowy;5;8;Reckless Driving
0ab46828;16/10/2023;20:38;Paris; France;1.845.454;-128.153.169;Fog;Icy;5;4;Distracted Driving
220b8441;29/04/2023;4:52;Toronto; Canada;74.980.992;-5.706.949;Clear;Icy;1;5;Drunk Driving
2896fe09;13/09/2024;3:24;Paris; France;24.251.509;112.231.071;Clear;Snowy;4;6;Reckless Driving
5386bb1e;24/08/2024;2:59;London; UK;44.011.818;-173.449.969;Hail;Gravel;1;8;Reckless Driving
d80f7049;30/06/2024;0:17;New York; USA;-80.939.229;-148.532.846;Hail;Wet;1;2;Mechanical Failure
f9d8978b;30/05/2023;4:53;New York; USA;88.625.174;6.843.699;Fog;Wet;2;6;Reckless Driving
437745ec;19/04/2024;19:42;Mumbai; India;-40.228.972;122.597.138;Rain;Under Construction;3;2;Reckless Driving
581dd905;4/04/2024;22:50;Toronto; Canada;-13.691.145;-34.857.172;Clear;Dry;5;5;Speeding
7c673c9a;24/03/2024;7:59;Mumbai; India;-29.986.315;92.216.527;Clear;Wet;2;0;Drunk Driving
ba936177;15/02/2024;20:46;Toronto; Canada;-72.287.163;-13.227.634;Hail;Under Construction;3;9;Mechanical Failure
93bb27e5;19/08/2023;2:26;Tokyo; Japan;81.618.037;119.761.393;Storm;Gravel;1;10;Reckless Driving
67034716;25/11/2024;15:01;New York; USA;-87.383.414;-144.345.301;Fog;Dry;2;0;Weather Conditions
c1682111;11/09/2023;20:20;New York; USA;-16.476.301;-4.885.671;Rain;Dry;4;4;Distracted Driving
734fb6cf;22/02/2023;22:39;New York; USA;-29.851.055;151.123.551;Hail;Wet;4;1;Distracted Driving
8f50e598;9/09/2024;1:12;Paris; France;32.957.819;-31.185.197;Clear;Snowy;1;2;Mechanical Failure
cfb47b2a;3/08/2023;8:32;New York; USA;-7.925.603;144.713.667;Hail;Under Construction;4;2;Weather Conditions
684ca09b;22/04/2023;14:21;London; UK;-52.441.388;158.469.709;Fog;Icy;2;7;Weather Conditions
99050eec;23/12/2023;11:17;Mumbai; India;64.832.146;176.129.452;Rain;Gravel;3;6;Drunk Driving
8795a367;20/11/2024;5:02;Mumbai; India;-42.538.855;17.393.152;Storm;Wet;1;0;Mechanical Failure
4a6152e2;20/05/2024;18:55;Berlin; Germany;-27.695.494;-102.040.796;Clear;Dry;5;8;Speeding
9f5986a7;8/04/2024;19:35;Sydney; Australia;19.767.234;46.047.659;Storm;Icy;1;0;Distracted Driving
0f032549;14/06/2024;19:12;New York; USA;-27.998.303;-8.512.685;Hail;Under Construction;1;1;Weather Conditions
adbc243a;31/03/2024;18:43;Sydney; Australia;50.879.056;141.875.765;Clear;Dry;3;5;Weather Conditions
809fcc21;31/10/2023;6:55;Tokyo; Japan;58.767.797;-118.472.001;Snow;Under Construction;3;0;Mechanical Failure
2f7ed8e6;6/01/2024;1:06;Tokyo; Japan;41.971.891;90.952.666;Clear;Under Construction;4;3;Reckless Driving
6e24c132;8/05/2024;0:57;São Paulo; Brazil;72.067.068;31.630.715;Fog;Dry;3;5;Distracted Driving
26f81f48;27/05/2024;3:27;Toronto; Canada;40.757.905;108.654.333;Snow;Icy;4;0;Reckless Driving
1227f977;20/10/2024;21:53;Toronto; Canada;-8.653.906;156.783.964;Clear;Under Construction;2;9;Drunk Driving
882c93ed;8/08/2024;21:51;Tokyo; Japan;32.931.817;-53.396.895;Rain;Dry;3;7;Reckless Driving
1b36fcd2;25/12/2024;23:14;Toronto; Canada;-72.697.917;-41.910.638;Snow;Snowy;1;5;Mechanical Failure
50191012;30/05/2023;1:02;Beijing; China;-346.829;153.699.992;Clear;Under Construction;2;3;Weather Conditions
2bf65684;16/06/2024;13:10;Toronto; Canada;-24.566.751;11.889.038;Clear;Under Construction;2;5;Speeding
7e41af1d;15/06/2024;10:39;Tokyo; Japan;-62.432.418;-105.876.001;Clear;Dry;5;2;Mechanical Failure
e42e3a94;23/01/2023;19:33;Mumbai; India;83.209.053;3.990.898;Hail;Wet;1;2;Speeding
15c1c90b;28/01/2023;1:39;New York; USA;-84.964.033;84.615.631;Storm;Gravel;3;7;Distracted Driving
40e4870a;3/09/2023;17:52;Paris; France;23.874.149;-129.260.088;Rain;Icy;2;1;Weather Conditions
6544b15d;13/11/2023;7:18;São Paulo; Brazil;-49.788.567;89.791.466;Storm;Snowy;3;1;Reckless Driving
567d489b;4/03/2024;8:35;Toronto; Canada;-41.355.655;-85.789.131;Fog;Wet;5;4;Reckless Driving
a83e2bf1;28/10/2023;6:16;Mumbai; India;16.590.949;122.582.602;Rain;Snowy;1;4;Weather Conditions
3516f44f;29/11/2024;17:14;Paris; France;-74.875.774;64.542.365;Clear;Gravel;1;2;Weather Conditions
f9f8870b;11/04/2024;12:35;São Paulo; Brazil;-8.405.597;-117.627.191;Snow;Snowy;2;5;Weather Conditions
6d16db72;24/11/2023;20:00;Sydney; Australia;-23.755.136;-46.337.589;Fog;Snowy;1;6;Weather Conditions
35123ad8;4/02/2024;20:03;Berlin; Germany;-17.849.806;-62.736.551;Snow;Wet;5;9;Drunk Driving
467fed3e;24/02/2023;17:29;London; UK;-17.002.888;-40.634.574;Clear;Wet;5;6;Weather Conditions
116ef9a4;23/11/2023;22:18;Toronto; Canada;66.677.975;100.059.315;Hail;Wet;2;5;Reckless Driving
56873d74;12/05/2023;12:05;Mumbai; India;2.713.267;-140.216.114;Rain;Wet;3;0;Mechanical Failure
b657ec81;25/12/2023;1:17;Beijing; China;48.259.659;-25.347.124;Storm;Icy;3;7;Speeding
74de70d4;11/01/2024;23:39;São Paulo; Brazil;30.303.058;-7.817.633;Rain;Gravel;2;0;Reckless Driving
99119917;2/10/2023;6:55;Mumbai; India;9.184.917;66.967.102;Hail;Under Construction;1;5;Weather Conditions
6e56c9d3;9/02/2023;13:19;Berlin; Germany;2.016.505;99.155.299;Storm;Icy;1;0;Distracted Driving
f5fac48c;16/11/2024;13:26;Beijing; China;73.773.277;-145.855.768;Snow;Snowy;2;10;Reckless Driving
3e60d5bb;8/05/2023;5:52;Tokyo; Japan;2.888.467;-101.272.379;Hail;Icy;1;4;Weather Conditions
0a8db7ae;23/11/2023;17:52;London; UK;65.310.597;-1.551.266;Rain;Snowy;1;2;Drunk Driving
155efee3;5/12/2024;14:07;Sydney; Australia;81.685.562;-45.410.598;Hail;Icy;4;9;Speeding
88ef8449;28/03/2024;4:04;Tokyo; Japan;-17.012.853;-166.746.544;Fog;Under Construction;4;9;Distracted Driving
cf974a99;6/08/2023;14:26;Paris; France;2.186.115;-103.963.412;Hail;Snowy;2;0;Distracted Driving
05c6a264;30/04/2024;16:15;London; UK;52.824.557;120.420.657;Fog;Under Construction;4;2;Reckless Driving
22f622f6;18/11/2023;12:55;New York; USA;-8.519.416;160.205.292;Clear;Under Construction;2;0;Speeding
c31bb5ba;18/08/2023;15:43;Paris; France;-31.570.855;-73.981.601;Clear;Icy;3;3;Distracted Driving
dc69ed62;30/08/2024;17:22;Sydney; Australia;-36.339.305;-84.240.924;Rain;Icy;1;5;Drunk Driving
63d6074f;20/02/2024;18:41;Beijing; China;-59.106.545;-179.747.047;Hail;Wet;5;10;Speeding
bf15a273;7/04/2023;4:43;Tokyo; Japan;-71.934.862;-128.294.178;Clear;Gravel;3;9;Speeding
16c167d0;9/07/2024;14:27;Berlin; Germany;25.762.156;-23.771.941;Storm;Under Construction;5;0;Reckless Driving
ff3fc0dc;10/05/2023;9:23;Paris; France;-65.692.578;-175.468.745;Fog;Icy;1;9;Mechanical Failure
33606918;5/07/2023;22:23;Tokyo; Japan;-83.300.133;56.002.201;Rain;Wet;3;7;Distracted Driving
26c066be;30/05/2024;11:45;São Paulo; Brazil;28.201.223;-9.209.474;Clear;Wet;5;7;Distracted Driving
25ad7bb3;5/11/2023;10:08;Mumbai; India;69.981.007;80.887.534;Fog;Gravel;1;6;Distracted Driving
d3cc6f0a;8/06/2023;9:54;Paris; France;-25.787.815;115.506.954;Snow;Snowy;2;3;Speeding
5bbd3f72;2/09/2024;13:38;Mumbai; India;37.699.339;5.685.674;Snow;Snowy;4;7;Distracted Driving
5c3ca6da;2/12/2023;19:25;New York; USA;35.127.647;162.650.418;Clear;Snowy;4;10;Mechanical Failure
c7cee65c;18/12/2023;12:11;Paris; France;-79.332.496;122.532.537;Storm;Wet;2;0;Speeding
47a95772;17/08/2024;18:07;Tokyo; Japan;-7.087.092;-115.175.511;Storm;Snowy;3;3;Speeding
5da1e8cd;17/02/2024;9:50;New York; USA;5.890.288;1.997.889;Snow;Gravel;3;1;Distracted Driving
b00d2bab;21/02/2023;6:42;Toronto; Canada;-10.993.751;44.408.125;Rain;Wet;2;3;Speeding
469c71ce;8/08/2024;20:16;London; UK;-42.267.631;16.454.449;Storm;Icy;1;0;Distracted Driving
04f5aae8;24/03/2023;10:27;London; UK;-83.480.875;178.800.569;Rain;Wet;4;7;Drunk Driving
afa0cf20;24/06/2024;6:44;New York; USA;44.309.888;-119.867.894;Fog;Dry;1;3;Reckless Driving
ad65c2c9;3/04/2024;19:51;Berlin; Germany;43.973.203;146.915.032;Snow;Wet;2;0;Weather Conditions
f62c1d9f;2/06/2023;8:15;Sydney; Australia;-13.041.538;-85.411.232;Rain;Wet;2;4;Reckless Driving
eb244441;8/02/2024;20:00;London; UK;84.367.919;-166.583.822;Fog;Under Construction;3;6;Mechanical Failure
68b2c366;16/06/2024;22:03;Paris; France;-83.241.693;12.373.979;Clear;Under Construction;5;8;Distracted Driving
46aea09b;5/08/2023;0:39;London; UK;-70.939.722;140.338.217;Fog;Gravel;2;6;Mechanical Failure
c13e5ede;2/09/2023;7:57;Toronto; Canada;-21.169.894;-27.225.762;Snow;Gravel;4;0;Reckless Driving
4227479f;22/04/2023;12:40;London; UK;-54.681.764;125.200.927;Hail;Icy;2;0;Mechanical Failure
6b46b557;12/09/2024;0:18;São Paulo; Brazil;39.027.778;167.530.263;Snow;Under Construction;5;6;Speeding
a2ae0da9;8/12/2023;5:23;Tokyo; Japan;5.899.063;-103.073.269;Hail;Under Construction;3;3;Reckless Driving
5160e0e5;23/09/2023;7:14;Tokyo; Japan;-27.446.896;5.234.242;Snow;Wet;5;10;Distracted Driving
d7eebde1;17/10/2023;9:36;Beijing; China;77.720.393;-101.609.042;Hail;Snowy;3;9;Distracted Driving
c86ea31d;1/11/2023;6:16;Beijing; China;32.368.532;-63.956.029;Hail;Icy;1;4;Weather Conditions
9ebf4c88;28/04/2023;20:50;Toronto; Canada;1.406.709;82.788.171;Clear;Dry;1;10;Distracted Driving
86a1dc8a;9/08/2024;10:57;Beijing; China;-15.700.053;-94.355.711;Storm;Dry;2;7;Drunk Driving
b10c68e9;20/09/2023;8:52;Paris; France;-25.833.928;123.588.683;Storm;Icy;2;10;Distracted Driving
8c481f44;1/01/2023;2:03;Tokyo; Japan;-50.404.504;-9.485.526;Hail;Gravel;3;1;Weather Conditions
